-66,-84,-88,1,0,0,0,0,0,0,0,0,0
-65,-83,-80,1,0,0,0,0,0,0,0,0,0
-65,-86,-81,1,0,0,0,0,0,0,0,0,0
-67,-86,-82,1,0,0,0,0,0,0,0,0,0
-67,-85,-80,1,0,0,0,0,0,0,0,0,0
-66,-85,-81,1,0,0,0,0,0,0,0,0,0
-67,-86,-81,1,0,0,0,0,0,0,0,0,0
-66,-83,-80,1,0,0,0,0,0,0,0,0,0
-66,-84,-81,1,0,0,0,0,0,0,0,0,0
-65,-85,-81,1,0,0,0,0,0,0,0,0,0
-66,-84,-82,1,0,0,0,0,0,0,0,0,0
-67,-87,-81,1,0,0,0,0,0,0,0,0,0
-65,-87,-80,1,0,0,0,0,0,0,0,0,0
-66,-87,-81,1,0,0,0,0,0,0,0,0,0
-66,-86,-82,1,0,0,0,0,0,0,0,0,0
-65,-86,-79,1,0,0,0,0,0,0,0,0,0
-67,-85,-81,1,0,0,0,0,0,0,0,0,0
-67,-88,-82,1,0,0,0,0,0,0,0,0,0
-68,-84,-80,1,0,0,0,0,0,0,0,0,0
-65,-84,-82,1,0,0,0,0,0,0,0,0,0
-66,-85,-82,1,0,0,0,0,0,0,0,0,0
-67,-86,-81,1,0,0,0,0,0,0,0,0,0
-68,-85,-81,1,0,0,0,0,0,0,0,0,0
-65,-85,-81,1,0,0,0,0,0,0,0,0,0
-65,-85,-82,1,0,0,0,0,0,0,0,0,0
-65,-86,-82,1,0,0,0,0,0,0,0,0,0
-65,-84,-83,1,0,0,0,0,0,0,0,0,0
-66,-84,-82,1,0,0,0,0,0,0,0,0,0
-65,-85,-81,1,0,0,0,0,0,0,0,0,0
-67,-85,-82,1,0,0,0,0,0,0,0,0,0
-65,-85,-83,1,0,0,0,0,0,0,0,0,0
-65,-85,-81,1,0,0,0,0,0,0,0,0,0
-67,-84,-82,1,0,0,0,0,0,0,0,0,0
-65,-86,-83,1,0,0,0,0,0,0,0,0,0
-65,-86,-82,1,0,0,0,0,0,0,0,0,0
-65,-83,-82,1,0,0,0,0,0,0,0,0,0
-66,-85,-83,1,0,0,0,0,0,0,0,0,0
-66,-85,-82,1,0,0,0,0,0,0,0,0,0
-65,-86,-82,1,0,0,0,0,0,0,0,0,0
-67,-85,-82,1,0,0,0,0,0,0,0,0,0
-66,-85,-82,1,0,0,0,0,0,0,0,0,0
-66,-85,-81,1,0,0,0,0,0,0,0,0,0
-65,-87,-79,1,0,0,0,0,0,0,0,0,0
-66,-87,-78,1,0,0,0,0,0,0,0,0,0
-66,-88,-78,1,0,0,0,0,0,0,0,0,0
-63,-87,-78,1,0,0,0,0,0,0,0,0,0
-64,-88,-78,1,0,0,0,0,0,0,0,0,0
-65,-87,-79,1,0,0,0,0,0,0,0,0,0
-64,-88,-78,1,0,0,0,0,0,0,0,0,0
